level,question,answer
0.8,Evaluate 4851/11088 + (-1620)/3520.,-1/44
0.8,What is (-29 - -152*123/816) + 11/2?,-10/17
0.8,"In base 12, what is 19437 + -3a?",193b9
0.8,Collect the terms in -24196*o - 26938*o - 9191*o - 12737*o.,-73062*o
0.8,"Let h(j) = j**2 + 8*j + 6. Let r be h(-8). Let b = -3 + r. Let o be 0 - (3/24 - 493/232). Solve -l = o*g + 4, -3*g - b*l = -0*g for g.",-4
0.8,"In base 9, what is 12274 + -1013?",11261
0.8,"What is 37961712 to the power of 1/2, to the nearest integer?",6161
0.8,Suppose -49*j = -52*j + 10752. Let w = 21575/6 - j. What is the common denominator of w and 4/26 + 3674/(-3432)?,12
0.8,Which is the fifth smallest value?  (a) -0.07  (b) -2.1  (c) 1/8  (d) -0.9  (e) 3  (f) 2.6,f
0.8,Let m = -25.6258 + 69.627. Let f = 1518 + -1562. Let t = f + m. Round t to three decimal places.,0.001
0.8,What is (34/(-68))/(-12 + (-4984)/(-416))?,26
0.8,"In base 8, what is -336521 + -26270?",-365011
0.8,Collect the terms in -23511*p**3 - 22517*p**3 + 46131*p**3.,103*p**3
0.8,Collect the terms in -652 - 7*d**2 + 487 + 8*d**2 + 219.,d**2 + 54
0.8,What is 8/(-220) + (-763)/(-251790)?,-1/30
0.8,"What is prob of picking 1 f and 1 n when two letters picked without replacement from {t: 2, h: 2, f: 1, y: 1, n: 1, w: 2}?",1/36
0.8,What is the fifth root of 19593290 to the nearest integer?,29
0.8,"Suppose -3*j - 26407 = -2*u - 72135, -2*j - u + 30476 = 0. Suppose -150*v = -154*v - j. What is v rounded to the nearest one thousand?",-4000
0.8,Solve -190969*h = -190989*h + 80 for h.,4
0.8,Calculate the remainder when 5928967 is divided by 2307.,2284
0.8,Collect the terms in 2976023 - 2976023 + 3074*j**2.,3074*j**2
0.8,Let d be 3 - 16/4 - -6. Suppose -5*a = d*a - 60. Let v be 0/(a/5 + (-6)/30). Which is greater: -2/83 or v?,v
0.8,"Let u(d) = -d**3 - 16*d**2 + 15*d - 34. Let c = 795 - 812. Let b be u(c). Solve -3*w + 13 = -2*x, 5*x + 7 + b = -w for x.",-2
0.8,Which is the fifth biggest value?  (a) 0.5  (b) -338  (c) -1/2  (d) 268  (e) 0.003,b
0.8,Is 1626516433 composite?,False
0.8,What is the billions digit of 3833397592?,3
0.8,How many nanograms are there in fifteen quarters of a microgram?,3750
0.8,Let i = -8433 - -22729. Calculate the smallest common multiple of i and 4.,14296
0.8,Which is the second biggest value?  (a) 2/17  (b) -5  (c) 2019  (d) 1/34,a
0.8,"What is the second smallest value in 187, -2, -0.248, 5?",-0.248
0.8,What is the units digit of 50849249?,9
0.8,"Four letters picked without replacement from {e: 2, r: 7}. What is prob of picking 4 r?",5/18
0.8,Suppose -n - 5 = 7. Let p(q) = q + 18. Let v be p(n). Let a(b) = -3*b + 4 + v*b - 1 - 6. Determine a(2).,3
0.8,"Four letters picked without replacement from {d: 2, h: 5, l: 8}. Give prob of picking 2 l and 2 h.",8/39
0.8,Let b(q) be the second derivative of -16*q - 1/12*q**4 - 9*q**2 + 0 + 5/2*q**3. What is the least common multiple of 6 and b(12)?,18
0.8,"What is the next term in -1412589, -2825166, -4237743?",-5650320
0.8,What is the tenth root of 778270937 to the nearest integer?,8
0.8,Let v be 14606/(-469)*(-154)/4. What is the greatest common factor of v and 77?,11
0.8,Let t = 1/3065 - 27712/389255. Is t < 0?,True
0.8,Let h(b) be the third derivative of -5/12*b**4 - 1/6*b**5 - 381/40*b**6 + 0*b + 0 + 25/6*b**3 - 23*b**2. Let o be h(15). Round o to the nearest one million.,-4000000
0.8,What is the value of 9/42*-2 - (136/(-56) - 3)?,5
0.8,Let b(r) = -r - 4. Let u(x) = -x**3 - x**2 + 57*x + 201. Calculate the smallest common multiple of u(-4) and b(-7).,21
0.8,Let o(n) = -n - 53. Suppose 1261 = -35*f + 666. Give o(f).,-36
0.8,Which is the fifth smallest value?  (a) -2/7  (b) -11  (c) 0.05  (d) -1/2  (e) 3  (f) -2256,c
0.8,"Let r = -291 + 294. Solve -4*i - 4*w + 11 = r, -30 = -5*i + 5*w for i.",4
0.8,Solve 65*g - 674220 = -671555 for g.,41
0.8,Is 35489958643 a prime number?,True
0.8,Is 153175027 a prime number?,True
0.8,What is (((-5376)/(-64))/(-420))/((-3)/(-105))?,-7
0.8,Let m(b) = -364*b**3 - 3*b**2 + 22*b - 179. Let l be m(9). What is l rounded to the nearest 10000?,-270000
0.8,Which is the smallest value?  (a) 2  (b) -18  (c) -10/29  (d) -0.4  (e) -93  (f) -0.2,e
0.8,Let j(t) be the first derivative of -1126*t**6/3 - 13*t**3/3 - 35*t**2/2 - 441. Find the third derivative of j(y) wrt y.,-135120*y**2
0.8,"Let h(a) = 5*a**2 + 100*a + 3. Let q be h(-20). Let m be (40/6)/((-4)/(-6)). Solve -2*p = 4*f + m, 0*p = -q*f + 2*p - 11 for f.",-3
0.8,Which is the third biggest value?  (a) 2  (b) 199  (c) -12/83,c
0.8,Let r = -75.846 + 11.676. What is r rounded to zero decimal places?,-64
0.8,Which is the second smallest value?  (a) 13.111  (b) -0.1  (c) -2632,b
0.8,Let l be 1 + (2 - (-5 + 2)). Suppose -l*b - 16 = -5*b. Let n(d) = d**2 + 15*d - 22. Let m be n(b). Let s(v) = v + 8. Give s(m).,2
0.8,Let v be (-36)/270 + 290/12*351124/(-25). What is v rounded to the nearest 1000?,-339000
0.8,"Let x be -12*1*(-8)/6 + -6. Solve -3*a + 37 = 2*y + 26, 5*y + 4*a = x for y.",-2
0.8,Let d = -1438.62 - -1485. Let m = -0.62 - d. Let j = -46.7 - m. Is 7 greater than j?,True
0.8,Let l(s) be the second derivative of -104*s + 0*s**5 + 37/6*s**4 + 0 + 49/10*s**6 + 0*s**2 + 0*s**3. What is the third derivative of l(z) wrt z?,3528*z
0.8,Is 23763309421 prime?,False
0.8,"In base 11, what is 5342661 - -32?",5342693
0.8,Let m = 29 - 14. Suppose 12*g = m*g - 54. Find the first derivative of 89 - g*s**3 - 80 + 8*s**3 - 24*s**3 wrt s.,-102*s**2
0.8,What is the remainder when 37739841 is divided by 1476?,1473
0.8,What is the units digit of 1686448356?,6
0.8,What is the common denominator of 266/(-495) + 15/45*9/(-15) and 47/363?,1089
0.8,Let t = 40476 - 39648. What is the smallest common multiple of 1104 and t?,3312
0.8,Two letters picked without replacement from tunntyuuutonnv. Give prob of picking 2 u.,6/91
0.8,How many micrograms are there in 3/50 of a gram?,60000
0.8,Solve -476*m - 103*m = -559*m + 2600 for m.,-130
0.8,"In base 2, what is 110000100001 + 11101011011?",1001101111100
0.8,"In base 13, what is -637a + -7404?",-10781
0.8,"Four letters picked without replacement from {f: 1, m: 6, n: 1, d: 2, z: 5, t: 1}. Give prob of picking 1 m, 2 d and 1 t.",3/910
0.8,"What is next in -3996, -31994, -108014, -256074, -500192?",-864386
0.8,Collect the terms in -356*y**2 - 2 + 1429*y**2 - 353*y**2 - 81*y - 341*y**2 - 355*y**2 + 81*y.,24*y**2 - 2
0.8,Let x(a) = -a**3 + 11*a**2 - 12*a - 14. Let v be x(9). What is the third derivative of -67*b**4 - 40*b**3 - 37*b**2 - 2*b**2 + v*b**3 wrt b?,-1608*b
0.8,"Let r be -2 + (101 - 2 - -2). Suppose 3*y - 37 = 2*a, -124 + 158 = 4*y + 5*a. What is the highest common factor of r and y?",11
0.8,"Two letters picked without replacement from {p: 5, d: 8}. Give prob of picking 1 d and 1 p.",20/39
0.8,Solve 1376*n + 7302*n + 248584 = -497724 for n.,-86
0.8,Which is the third smallest value?  (a) -0.3  (b) -0.6  (c) 15  (d) -3  (e) 0.4  (f) -38/7  (g) 2,b
0.8,Is 202300719265 a composite number?,True
0.8,Let d = 1.8043 + -1.852. What is d rounded to one dp?,0
0.8,What is the remainder when 808464 is divided by 404219?,26
0.8,Let q(k) = 44*k - 583 + 583. Let x(v) = -11*v - 13*v + 28*v - 13*v. Let i(s) = -2*q(s) - 11*x(s). Give i(-1).,-11
0.8,What is the units digit of 393856893?,3
0.8,"Calculate prob of picking 1 j, 1 y and 1 b when three letters picked without replacement from {y: 10, b: 4, q: 2, j: 4}.",8/57
0.8,Let n = -637 + 226. Let j = 75 - 54. Find the common denominator of (n/j)/(12/(-14)) and 87/4.,12
0.8,Collect the terms in 1872356*s**3 - 936026*s**3 - 936341*s**3.,-11*s**3
0.8,Suppose -136195*y = -136007*y - 940. Let v = 2 - -1. What is the highest common divisor of y and v?,1
0.8,"What is 1780947480 to the power of 1/3, to the nearest integer?",1212
0.8,Let n = -63.0022 + 0.0022. Let o = n + -29.5. What is o rounded to the nearest integer?,-93
0.8,What is the square root of 66793498 to the nearest integer?,8173
0.8,Let u = -543 - -653. Let x be (-42)/(-5) - 44/u. What is the highest common divisor of x and 128?,8
0.8,What is the value of ((-6325740)/(-678))/(-311)*(2/(-4) + 46/(-20))?,84
0.8,What is the fifth root of 166278782 to the nearest integer?,44
0.8,"Let r be ((-4)/(-5))/(4/10). Suppose s + 3*d + 0*d = 5, -3*d + 3 = 0. Let q be 395/20 - (-9)/36. Solve -z = -l - s*l + 12, -r*z + q = 5*l for z.",0
0.8,What is 504655.6 millimeters in micrometers?,504655600
0.8,"Suppose g - 823 = -l, 2*l + l - 2*g = 2464. Find the second derivative of 4*u + 4*u**5 + 7 - 822*u**2 - u + l*u**2 wrt u.",80*u**3
0.8,Let r(d) = 46*d - 442. What is the smallest common multiple of 18 and r(10)?,18
0.8,Which is the fifth smallest value?  (a) -0.1  (b) -0.034  (c) -0.03  (d) 47  (e) 13/4,d
0.8,"Let n be ((-27)/(-5))/(8*9/120). Solve 0 = 4*v - 3*x, 5*v = n*x - 5*x for v.",0
0.8,Solve 3273*y - 117368 = -35543 for y.,25
0.8,Let d(j) be the second derivative of -7*j**5/10 - j**4/3 - j**3/6 - 2189*j**2 - j - 216. What is the first derivative of d(i) wrt i?,-42*i**2 - 8*i - 1
0.8,Calculate the remainder when 44906811 is divided by 11226699.,15
0.8,Two letters picked without replacement from {c: 4}. Give prob of picking 2 c.,1
0.8,Find the common denominator of ((-459)/4779)/(40/36) and 87/22.,6490
0.8,"Suppose 43 + 32 = 25*a. Solve 0 = 2*b + 6*c - a*c - 3, 5*b + 4*c - 4 = 0 for b.",0
0.8,Calculate the remainder when 8741498 is divided by 20049.,134
0.8,"Suppose -29*x + 34*x - 5*k + 10 = 0, -3*k + 38 = 5*x. Solve -3*f + x*l = -1, l = 3*f + 9 + 2 for f.",-5
0.8,How many centimeters are there in 43/2 of a meter?,2150
0.8,Let k(l) = 4*l - 112. Let u be k(29). Let n be u/3 - (-10)/(-12). Which is greater: 102 or n?,102
0.8,"What comes next: 1205471868, 2410943734, 3616415600, 4821887466, 6027359332?",7232831198
0.8,What is the value of 222/2775 - (-6008)/(-100)?,-60
0.8,Calculate the remainder when 110893 is divided by 24917.,11225
0.8,Let u be (((-81)/45)/(-9))/((-16)/(-48)). Which is bigger: u or 1/344?,u
0.8,"What comes next: -9002, -17782, -26316, -34598, -42622, -50382?",-57872
0.8,What is the thousands digit of 125936711?,6
0.8,Suppose 24*l = 5030 - 1166. Let n = 18 + -13. Suppose n*q = l + 19. Calculate the greatest common factor of 18 and q.,18
0.8,What is 3/25 of a litre in millilitres?,120
0.8,"What is next in 599, 587, 579, 575, 575, 579, 587?",599
0.8,Solve 0 = 6278*v - 1353*v + 73875 for v.,-15
0.8,Collect the terms in -3*f**3 + 4068358 - 4068358.,-3*f**3
0.8,What is the first derivative of -2368 - 4*l**4 - 3*l**4 + 1003 - 399*l**3 - 740 + 3*l**4 wrt l?,-16*l**3 - 1197*l**2
0.8,"What is the sixth smallest value in 1/5, -3, -0.21, 2, -2/643, 1/17?",2
0.8,What is the square root of 46178155 to the nearest integer?,6795
0.8,What is the remainder when 9957152 is divided by 85?,82
0.8,"What is the next term in -11518, -92080, -310740, -736546, -1438546, -2485788, -3947320, -5892190?",-8389446
0.9,"What is the z'th term of 2883, 9708, 20473, 35178?",1970*z**2 + 915*z - 2
0.9,Solve 20*w**2 + 166094*w + 448308 = 0.,"-8302, -27/10"
0.9,What are the prime factors of 322867221?,"3, 7433, 14479"
0.9,Suppose 0 = -71*x + 29*x + 756. Solve -239*a + x = -233*a for a.,3
0.9,Which is the closest to -0.1?  (a) 0.76  (b) -3/8  (c) -4  (d) 1/20,d
0.9,"Suppose 0 = 9*t + 5*t + 2*t. Suppose -h - 4*h + 5*k + 10 = 0, 4*h + 5*k - 44 = t. Solve -h*f + 2*f + 16 = 0 for f.",4
0.9,How many minutes are there between 12:17 PM and 7:54 PM?,457
0.9,-0.1 * 3843331,-384333.1
0.9,Evaluate -18 + 16 + 7 + 5 + -33.,-23
0.9,Let l(b) = 5 - 41*b. Let m(s) = 86*s - 10. Calculate -13*l(c) - 6*m(c).,17*c - 5
0.9,"Sort 1136, -4, -23, -2 in increasing order.","-23, -4, -2, 1136"
0.9,"What is the nearest to 3/14 in -4, 4/7, 0.1, -5?",0.1
0.9,Let l be ((-9)/1 - 2/(-1))*(-40)/84. Let c(h) be the second derivative of 26*h + 0*h**2 + l*h**3 + 0. Let s(i) = 3*i**2. Give c(s(w)).,60*w**2
0.9,Is 147 a factor of 62750922?,False
0.9,What are the prime factors of 100292337?,"3, 1238177"
0.9,"Put 4, 43.148, -58, 0, 5, -1 in descending order.","43.148, 5, 4, 0, -1, -58"
0.9,What are the prime factors of 1163511620?,"2, 5, 17, 37, 92489"
0.9,Let m be ((-32)/40)/((-2)/(2 - 12)). Let z(l) = l**2 + 5*l + 13. Let o be z(m). Suppose p - o*p = -40. Solve -p*f = -2*f for f.,0
0.9,Simplify ((sqrt(91) + 3*sqrt(91) + sqrt(91))*-4 - -5*-3*sqrt(91))/((sqrt(756) - sqrt(756)*1 - sqrt(21))/(4*2*sqrt(3))).,280*sqrt(13)
0.9,"Calculate prob of sequence dh when two letters picked without replacement from {h: 1, k: 1, d: 2}.",1/6
0.9,Let a(i) = 2*i - 7. Let r be a(6). Suppose r*t + 1 = 16. Let s = 13089 + -13087. Solve -t = -c - s for c.,1
0.9,"Four letters picked without replacement from {g: 3, y: 2, m: 3, v: 6, t: 2}. Give prob of sequence tymm.",1/1820
0.9,"Let y = 98 + -197. Let q = y + 104. Suppose 0 = -3*b - q*s + 7056, -4*b + 5*s = -0*b - 9443. Is b a prime number?",True
0.9,Let o(g) be the second derivative of -g**4/8 - 4*g**3/3 + 61*g**2/2 + 161*g. Let h(w) be the first derivative of o(w). Let d(l) = -2*l**2. Calculate h(d(r)).,6*r**2 - 8
0.9,Expand -231*y**4 + 28482*y**2 - 28482*y**2 + (-3*y + 4*y + 0*y)*(0 + 0 - y**3) + (-8*y - 3*y**2 + 8*y)*(-y**2 + y**2 - 2*y**2).,-226*y**4
0.9,Let h = 2047 + 17979. What is the hundreds digit of h?,0
0.9,Let o = 717 - -25353. What is the units digit of o?,0
0.9,"Suppose 121248 + 2305 = 3*m + 5*p, -3*p = -4*m + 164689. Is (2 - (-42)/(-24))/(2/m) composite?",False
0.9,"Put -2/59, 0.2, 7.124, -4 in increasing order.","-4, -2/59, 0.2, 7.124"
0.9,Let l = 24467 + -15089. What is the tens digit of l?,7
0.9,"Let m = 0.1972 - -78.7628. Let v = -79 + m. What is the third biggest value in v, -0.1, -4?",-4
0.9,List the prime factors of 16670153.,"331, 50363"
0.9,Let v be -20 + 12/(-4) + (6 - 5). Let z be (v/3 + 0)*21/(-14). Suppose -40 - 4 = -z*n. Solve 1 = m - n for m.,5
0.9,Is 13 a factor of 137007902?,False
0.9,Let u(j) = -139819*j**2. Let a(r) = 51 - 55*r. Determine a(u(b)).,7690045*b**2 + 51
0.9,Simplify (4*sqrt(4)*1)/(5*sqrt(14)/sqrt(7)) + -4 + ((sqrt(112) - (sqrt(112) - sqrt(112)*2))/sqrt(7))/(sqrt(432)/sqrt(6)).,-4 + 22*sqrt(2)/15
0.9,Is 27186350 a multiple of 135?,False
0.9,Let o(d) = -d**2 + 382*d + 1159. Let w be o(-3). Solve -26 = w*c + 9*c for c.,-2
0.9,Is 15 a factor of 322325340?,True
0.9,Is 463 a factor of 211200691?,True
0.9,Is 1378123950 a multiple of 15?,True
0.9,List the prime factors of 4352433895.,"5, 870486779"
0.9,Suppose -5*g**2/3 + 35421770*g/3 - 62735089496645/3 = 0. Calculate g.,3542177
0.9,What are the prime factors of 140369053?,"11, 1009, 12647"
0.9,Suppose 17 = 7*d - 291. Let r = 47 - d. Solve -3*m = -r - 3 for m.,2
0.9,"What is prob of sequence aa when two letters picked without replacement from {a: 4, f: 2, q: 2}?",3/14
0.9,Let t(a) = -160*a**3 - 7*a**2 - 8*a - 8. Let v be t(-2). Let s = v + 5554. Is s prime?,False
0.9,What is 295 minutes before 9:13 PM?,4:18 PM
0.9,What is -136 times -10.56115?,1436.3164
0.9,Calculate (4 - 6 - -1) + 1 - -7 - 104 - -9.,-88
0.9,Let i(t) = 92 - 605*t. Let a(z) = -z**2 - 5*z + 29. Let v be a(-9). Is i(v) composite?,False
0.9,Calculate prob of sequence jjja when four letters picked without replacement from jlaljjllaqxjllj.,1/273
0.9,Multiply -20676 and -379.1.,7838271.6
0.9,Suppose 2*h**5/9 - 354440*h**4/3 + 188442633712*h**3/9 - 1236916509116316*h**2 + 3710602962628254*h - 2473707391464204 = 0. Calculate h.,"1, 2, 177219"
0.9,"What is the nearest to 0 in -6348.3, -11, -2, 3?",-2
0.9,Let l(w) = -w**2 + 3*w + 3. Let g be l(0). Let t(p) = p**3 - p**2 + 5*p - 1. Let x be t(g). Let q = -31 + x. Solve -c = 3 - q for c.,-2
0.9,"Suppose 2*s + 3 + 5 = 0, 4*w - 5*s + 124 = 0. Let h be (-2*(2 - -26))/1. Let t = w - h. Calculate the remainder when 39 is divided by t.",19
0.9,Let 4*f**5/7 + 1485*f**4/7 + 150251*f**3/7 + 4693870*f**2/7 + 810300*f + 161000 = 0. What is f?,"-230, -70, -1, -1/4"
0.9,Is 816872052 a multiple of 1546?,False
0.9,"What is the i'th term of 94831, 189641, 284451, 379261, 474071?",94810*i + 21
0.9,"Suppose 42*t - 10593 = 31*t. Suppose -4*s + t = 5*z, -4*s = -11 + 3. Is z a composite number?",False
0.9,"Suppose 0 = -463*s + 467*s - 12. Suppose 2*f - 82 = -5*u + 90, -s*u - 300 = -3*f. Calculate the remainder when f is divided by 41.",14
0.9,What is 13 + -37 - -24 - -73 - 8?,65
0.9,What are the prime factors of 6602949?,"3, 157, 4673"
0.9,Evaluate -4 + (4 - (4 - 7)) + -22 + 13 + 53.,47
0.9,Expand 4*k + k - 4*k + (-2 - 1 + 1)*(-2*k + 3*k - 3*k) + (2 - 1 - 3)*(2*k + k + 0*k) - k + 68536 + 3*k - 68728.,k - 192
0.9,Is 801305665 a multiple of 2773?,False
0.9,"Two letters picked without replacement from {n: 6, j: 7}. Give prob of sequence nn.",5/26
0.9,"What is the closest to 0.02 in -6/17, -0.083, -1?",-0.083
0.9,Let k(h) be the first derivative of 45 - 7/2*h**2 - 6*h. Let t(d) = -5*d - 7 - 3*d + 3*d - 3*d. What is 7*k(a) - 6*t(a)?,-a
0.9,"Sort 3, 2/11, -705, -2/15, -288.","-705, -288, -2/15, 2/11, 3"
0.9,Calculate prob of sequence twz when three letters picked without replacement from tjzow.,1/60
0.9,Let f(h) = -5109*h**3 + 11*h + 92. Let g(j) = -1022*j**3 + 2*j + 17. Determine -2*f(k) + 11*g(k).,3 - 1024*k**3
0.9,Let u be (-20)/30 + (-22)/(-6). Let h = 25 - -13. Let p = h + -37. Solve u*r - 2*r = p for r.,1
0.9,Let o be -7*5/(-35)*3. Let u(m) = 1499*m**2 + 5. Let c be u(o). Suppose -c = -8*w - 0*w. Is w a prime number?,False
0.9,Which is the nearest to -1?  (a) 0.1  (b) 16  (c) -2.8  (d) -0.54,d
0.9,Let r(c) = 3 - 4*c. Suppose 4*d = -7*d + 11. Let v be (d - -6) + 9 + -10. Let i be 1/v - (-11)/6. Let w(m) = 3*m - 2. What is i*r(l) + 3*w(l)?,l
0.9,Factor -38*x**3/7 - 27276*x**2/7 - 4780710*x/7 + 41111928/7.,-2*(x + 363)**2*(19*x - 156)/7
0.9,"Four letters picked without replacement from {v: 2, d: 1, u: 8, o: 3, b: 5}. Give prob of sequence budo.",5/3876
0.9,Three letters picked without replacement from nnncnccnccncn. Give prob of sequence ccc.,10/143
0.9,"What is the q'th term of 16226, 14947, 13668, 12389, 11110, 9831?",17505 - 1279*q
0.9,Expand (-5*p**2 + 0*p**2 + 3*p**2)*(0*p + p**3 + 0*p) + p**5 + 2*p**5 + 0*p**5 + 6559*p**3 + 2*p**5 - p**2 + 6643*p**3 - 12903*p**3.,3*p**5 + 299*p**3 - p**2
0.9,Let n(u) = u**3 + 6*u**2 + u - 3. Let v be n(-5). Let b(i) = 18 - 3*i. Let p be b(v). Let j = -5 - p. What is the units digit of j?,8
0.9,List the prime factors of 1053264622.,"2, 23, 22897057"
0.9,Let z be (-4)/6 + (-286)/(-78). Is (1 + -128)*(-8 - (-21)/z) a prime number?,True
0.9,"What is the r'th term of 39500573, 39500575, 39500579, 39500585?",r**2 - r + 39500573
0.9,Suppose -182*y + 220 = -178*y. Let j(r) = r**3 + r**2 - 4*r + 2. Let k be j(2). Let b(l) = y*l - 24*l - 6 + k. Let o(i) = i**2. Give b(o(v)).,31*v**2
0.9,Simplify (5*(((sqrt(180)*1)/sqrt(12))/(sqrt(3) + sqrt(33)/sqrt(176)) - (6*sqrt(30)/sqrt(2) - sqrt(15))/(5*1*sqrt(3))))**2.,5
0.9,Let z(a) = -8*a - 66 - 28 + 2*a**2 - 4*a**2 + 3*a**2. Let j be z(-7). Solve -3 = -4*v - j for v.,-2
0.9,What are the prime factors of 39729961?,"941, 42221"
0.9,"Let r be (4/10)/(4/300). Let h = r + -28. Suppose 0 = 3*j - 4*x - 6 + 1, 3*j = -h*x + 11. Solve j*y + 20 = -y for y.",-5
0.9,Evaluate 29 - ((16 - (57 - 17)) + 21).,32
0.9,What is the units digit of (-1)/((6357312/(-662120))/24 + (-4)/(-10))?,3
0.9,"What is the j'th term of -173765, -347754, -521743?",224 - 173989*j
0.9,Multiply 24050429 and 4.,96201716
0.9,"What is the x'th term of 3648, 7247, 10780, 14229, 17576, 20803?",-3*x**3 - 15*x**2 + 3665*x + 1
0.9,"Put -0.1, 6, -3.023, 0.3, 9 in decreasing order.","9, 6, 0.3, -0.1, -3.023"
0.9,"What is the nearest to -0.2 in 0.1, -0.3, -239450.9?",-0.3
0.9,"Let a be -5 + -7 + -3 + 10. What is the smallest value in a, -6/13, 2/5, 1/76?",a
0.9,Factor -2*a**3/11 + 8474*a**2/11 + 513840*a/11 + 7734600/11.,-2*(a - 4297)*(a + 30)**2/11
0.9,Let g(v) = 7*v - 8. Let z(w) = -6*w - 185. Let r(l) = 12*l + 418. Let o(b) = 4*r(b) + 9*z(b). What is 3*g(j) + 4*o(j)?,4 - 3*j
0.9,Let c be 81/6*10/15. Let q(z) = 3 - 4*z. Let a(b) = 6 - 8*b. Give c*q(x) - 4*a(x).,3 - 4*x
0.9,Expand (1 + q - 1)*(916*q**2 + 676008*q - 676008*q) + 4*q - q + 2*q**3 - 4*q.,918*q**3 - q
0.9,"Three letters picked without replacement from {l: 7, g: 3, r: 3, s: 2}. What is prob of sequence lll?",1/13
0.9,Let a = 130 + -106. What is the units digit of a*(4 + 90/(-24))?,6
0.9,"What is the t'th term of 406839, 813860, 1220881?",407021*t - 182
0.9,Let q(j) = 104*j. Let g(u) = -406752*u. Give q(g(a)).,-42302208*a
0.9,(1 - 2) + -1 - -34 - (456 - 446),22
0.9,What is -135 + (43 - -16) + 48?,-28
0.9,Calculate 17.451*-574.,-10016.874
0.9,Suppose -5118*p = -5126*p. Which is the third biggest value?  (a) 11  (b) -1/5  (c) p  (d) 5  (e) -0.4,c
0.9,"Let b(u) = 30*u**3 - 5*u**2 - 2*u. Let q be b(3). Suppose 3*x - 5*a - 940 + 211 = 0, 0 = -3*x - 5*a + q. What is the hundreds digit of x?",2
0.9,"Let a = -4548 + 4552. What is the third biggest value in -4, a, -9/64?",-4
0.9,Let p(t) = -5*t**2 - 61*t - 354. Let o(q) = -q**2 - 58. Calculate -6*o(r) + p(r).,r**2 - 61*r - 6
0.9,"Sort -5, 11, -1212, 3, -4, -548.","-1212, -548, -5, -4, 3, 11"
0.9,"Suppose -3*m = -m - 2*t - 704, 3*t + 699 = 2*m. Calculate the remainder when m is divided by (-6 - 1) + 0 + 14 + (-308)/(-28).",15
0.9,"Suppose a - 11635 = -2*k, 279*a - 281*a = k - 5807. Calculate the remainder when k is divided by 81.",70
0.9,Evaluate -6 + -30 + 26 + -63 + (2 - -2 - 6).,-75
0.9,Expand (-5*q + 2*q - 7*q)*(4*q**2 - 4*q**2 + 7*q**3) + (0 + 3 - 1)*(-3*q**4 + 4*q**4 - 43*q**4).,-154*q**4
0.9,Let h(x) = 9667*x - 5. Let k(g) = 3226*g - 2. What is -4*h(r) + 11*k(r)?,-3182*r - 2
0.9,Calculate (14 - 66) + -1 + 3 + -9 + 0 + 6.,-53
0.9,Let m(d) = -d**2. Let v(t) be the first derivative of 15*t**2/2 + 131*t - 656. Determine m(v(w)).,-225*w**2 - 3930*w - 17161
0.9,What is 88 minutes before 6:31 AM?,5:03 AM
0.9,Suppose -130*a + 12646135 + 16808355 = 0. Is a a composite number?,True
0.9,"Calculate prob of sequence wmm when three letters picked without replacement from {m: 5, w: 8}.",40/429
0.9,How many minutes are there between 12:00 PM and 8:10 PM?,490
0.9,"What is the m'th term of 449, 1438, 3397, 6812, 12169?",81*m**3 - m**2 + 425*m - 56
0.9,Simplify -5 + (5 + -2 + (sqrt(343) - -1*sqrt(343)) + -1 + sqrt(343) + 3*sqrt(343) + 3 + -2)**2.,252*sqrt(7) + 12352
0.9,Expand (s**3 + s - s)*(1 + 4 - 3) - 4*s**3 + 3*s**3 + 3*s**3 + (2 - 2 + s)*(-49 + 15*s + 49)*(805*s - 333432 + 333432).,12079*s**3
0.9,Simplify (-1*-5*sqrt(117)*6*4)/(((sqrt(135)*-2)/sqrt(5))/sqrt(3)*6).,-10*sqrt(13)
0.9,Let n(g) = -3*g - 2. Let v = 725 - 107. Let z = v + -621. Let a(s) = 4*s + 1. Determine z*n(m) - 2*a(m).,m + 4
0.9,Evaluate 22 - 4 - 3 - (93 - (-28 + 45)).,-61
0.9,Evaluate (-108 - -35 - -38) + 9.,-26
0.9,Simplify ((sqrt(735) - sqrt(735)*-1)/sqrt(3)*-2)**2 + sqrt(315)/(-6*(sqrt(7) - 2*sqrt(7))).,sqrt(5)/2 + 3920
0.9,Product of -0.2 and -20110.901.,4022.1802
0.9,Simplify (2*(5 + sqrt(5) + sqrt(20)/sqrt(4) + -2 + sqrt(20)) - (sqrt(5) + 0 + -2 + sqrt(10)/sqrt(18)))**2.,320*sqrt(5)/3 + 2576/9
0.9,What is the product of 0.05355 and 841?,45.03555
0.9,How many minutes are there between 1:32 AM and 1:01 PM?,689
0.9,Is 39 a factor of 1429006215?,True
0.9,Does 356 divide 18733976?,False
0.9,List the prime factors of 1028991760.,"2, 5, 41, 313717"
0.9,"What is the closest to 8 in 0.14, 8, -597?",8
0.9,Let i = 3679 - 3679. Solve i = 6*x + 34 - 4 for x.,-5
0.9,What is prob of sequence ml when two letters picked without replacement from bhbml?,1/20
0.9,"Let w(v) = v**2 - v + 21. Suppose -5*a + 9 = x + 31, -3*a = 5*x. Calculate the remainder when w(a) is divided by 21.",9
0.9,"Suppose -8*b = 11 - 35. Suppose 3*d + 2*x - 35 = 0, 6*d - 23 = b*d + x. What is the units digit of d?",9
